base_speed,turn_speed,t_forward,t_turn,forward_yaw_diff,forward_lat_error,forward_dist,turn_yaw_err,turn_pos_drift,score
15.0,6.0,1.0,0.8,131.89534250873453,0.06512505289335528,2.5140787027076636,38.164484378151315,2.0888572233886187,152.77147054766647
15.0,6.0,1.0,1.0,131.89534251002493,0.06512505289500745,2.514078702697419,9.624675214627473,2.147420035861158,138.6186915921536
15.0,6.0,1.5,0.6,132.42798307620228,0.543712689186902,3.0404000631534718,93.12781974031896,1.7478542522679985,180.5346267661181
15.0,6.0,1.5,0.8,132.42798307585747,0.5437126891834273,3.0404000631596797,38.16448437814847,2.088857223388619,153.73496502691611
15.0,6.0,1.5,1.0,132.42798307595768,0.5437126891843437,3.0404000631578674,9.624675214655383,2.1474200358611744,139.58218607021854
15.0,6.0,2.0,0.6,132.97824365187842,1.0266248988392996,3.5615039550953793,93.12781974030747,1.7478542522679335,181.52960786915122
15.0,6.0,2.0,0.8,132.97824365140104,1.0266248988294253,3.561503955109671,38.16448437814154,2.0888572233886262,154.72994612979826
15.0,6.0,2.0,1.0,132.97824365233907,1.0266248988489728,3.561503955081616,9.624675214632703,2.147420035861151,140.57716717399407
15.0,8.0,1.0,0.6,131.89534250917097,0.06512505289397051,2.5140787027041855,98.05219937563004,1.9402339295279318,182.41808145912563
15.0,8.0,1.0,0.8,131.89534250925408,0.06512505289411427,2.5140787027035287,57.125887079291374,2.055638372570932,162.18573419712632
15.0,8.0,1.0,1.0,131.8953425089345,0.06512505289364559,2.5140787027060694,28.351167191382956,2.0978997603793363,147.8828970284659
15.0,8.0,1.5,0.6,132.42798307654505,0.5437126891904578,3.040400063147283,105.6925636833235,1.8857762144058177,187.09284266225208
15.0,8.0,1.5,0.8,132.42798307621,0.543712689186996,3.040400063153333,57.125887079295126,2.0556383725709644,163.14922867622016
15.0,8.0,1.5,1.0,132.42798307624992,0.5437126891874069,3.04040006315261,28.58976844653847,2.4462170221316994,149.66232665900475
15.0,8.0,2.0,0.6,132.9782436519826,1.026624898841418,3.5615039550922414,108.55995827887352,1.735911183736557,189.2217910014831
15.0,8.0,2.0,0.8,132.97824365205935,1.0266248988431121,3.5615039550899574,48.70417010612732,2.358063217923097,160.53820098356547
15.0,8.0,2.0,1.0,132.97824365157004,1.0266248988329807,3.561503955104612,28.351167191379204,2.0978997603793332,149.84137261057967
15.0,10.0,1.0,0.6,131.89534250917194,0.06512505289398304,2.5140787027041895,121.02037780924445,2.0435383872578776,194.10877959139373
15.0,10.0,1.0,0.8,131.89534250956166,0.0651250528944171,2.514078702701102,58.272332800374215,2.506061788331019,163.65980388949853
15.0,10.0,1.0,1.0,131.89534250880286,0.06512505289349077,2.514078702707114,34.96899218764469,2.6608902802804897,152.31779056626604
15.0,10.0,1.5,0.6,132.4279830763926,0.5437126891888872,3.040400063150024,122.82062602495716,2.0348905824472183,195.95510256899337
15.0,10.0,1.5,0.8,132.42798307683375,0.5437126891933687,3.0404000631420582,67.65580183196022,2.589697308070455,169.48230392419947
15.0,10.0,1.5,1.0,132.4279830769708,0.5437126891947589,3.0404000631395753,29.8112410110125,2.6991646263992912,150.7789581505256
15.0,10.0,2.0,0.6,132.97824365236374,1.0266248988494049,3.5615039550808443,124.7182412193157,2.101598872229659,198.03230784909888
15.0,10.0,2.0,0.8,132.9782436521749,1.0266248988454758,3.5615039550864918,74.50492839989658,2.5270888415514454,173.77663137783054
15.0,10.0,2.0,1.0,132.97824365227808,1.0266248988476534,3.561503955083416,37.198852026837244,2.716957128101852,155.5033297645123
